Romain
Bardet
TDF2017
Stage12
1
long	lat	elev
-0.284408	43.293091	230
-0.284388	43.293085	230
-0.284368	43.293079	230
-0.284347	43.293074	230
-0.284327	43.293068	230
-0.284307	43.293062	230
-0.284287	43.293056	230
-0.284162	43.293026	231
-0.284038	43.292984	231
-0.283915	43.292953	231
-0.283792	43.292919	231
-0.283667	43.292889	231
-0.283542	43.292854	231
-0.283415	43.292812	231
-0.283285	43.292782	231
-0.283152	43.29274	231
-0.283017	43.292709	231
-0.282883	43.292667	231
-0.282747	43.292637	231
-0.282608	43.292602	231
-0.282468	43.292561	232
-0.282327	43.292522	232
-0.282185	43.29248	232
-0.28204	43.292431	232
-0.281893	43.292393	232
-0.281747	43.292351	232
-0.281598	43.292309	232
-0.28145	43.292271	232
-0.2813	43.292236	232
-0.281147	43.292194	232
-0.280995	43.292156	232
-0.280843	43.292122	233
-0.280697	43.29208	233
-0.280548	43.292042	233
-0.2804	43.292	233
-0.280252	43.29195	233
-0.280103	43.291904	233
-0.279955	43.291855	233
-0.279807	43.291805	233
-0.279662	43.291763	234
-0.279518	43.291725	234
-0.279373	43.291683	234
-0.279223	43.291641	234
-0.279073	43.291603	234
-0.278927	43.291569	234
-0.278777	43.291527	234
-0.278618	43.291489	234
-0.278457	43.291447	234
-0.278292	43.291397	234
-0.278125	43.291359	235
-0.277957	43.291317	235
-0.27779	43.291267	235
-0.277622	43.291225	235
-0.27745	43.29118	235
-0.277278	43.291138	235
-0.277105	43.291096	235
-0.276932	43.291058	235
-0.27676	43.291016	235
-0.276587	43.290974	235
-0.276413	43.290916	235
-0.276238	43.290871	235
-0.276063	43.290821	235
-0.275888	43.290771	235
-0.27571	43.290729	235
-0.275535	43.290684	236
-0.275362	43.290634	236
-0.275187	43.290585	236
-0.275012	43.290535	236
-0.274837	43.290485	236
-0.274665	43.29044	236
-0.274493	43.29039	236
-0.274323	43.29034	236
-0.274152	43.290291	236
-0.273978	43.290249	236
-0.273808	43.290203	236
-0.273645	43.290161	236
-0.27348	43.290112	236
-0.273318	43.290073	236
-0.273158	43.290016	236
-0.273	43.289967	236
-0.272843	43.289917	236
-0.272685	43.28986	236
-0.272527	43.289818	237
-0.272367	43.289772	237
-0.272207	43.28973	237
-0.272045	43.289688	237
-0.271883	43.28965	237
-0.271722	43.2896	237
-0.271562	43.289558	237
-0.271402	43.289509	237
-0.271238	43.289471	237
-0.271077	43.289421	237
-0.270912	43.289371	237
-0.27075	43.28933	237
-0.270588	43.289284	237
-0.270425	43.289242	238
-0.270262	43.2892	238
-0.270097	43.28915	238
-0.269935	43.289112	238
-0.269773	43.289062	238
-0.269608	43.289013	238
-0.26944	43.288963	238
-0.269275	43.288925	238
-0.26911	43.288876	238
-0.268943	43.288834	238
-0.26878	43.288784	238
-0.268622	43.288738	238
-0.26846	43.288696	238
-0.268298	43.288647	238
-0.268137	43.288597	238
-0.267973	43.288551	238
-0.267813	43.288509	238
-0.267655	43.28846	239
-0.267498	43.288418	239
-0.267345	43.28838	239
-0.267188	43.288338	239
-0.267032	43.288296	239
-0.266875	43.288258	239
-0.266718	43.288208	239
-0.266558	43.288166	239
-0.266398	43.28812	239
-0.266242	43.288078	240
-0.26608	43.288036	240
-0.265922	43.287987	240
-0.265762	43.287949	240
-0.265602	43.287899	240
-0.265445	43.287857	240
-0.265287	43.287807	240
-0.265125	43.287769	240
-0.264963	43.28772	240
-0.264798	43.287678	241
-0.264635	43.287632	241
-0.26447	43.28759	241
-0.264305	43.287548	241
-0.264142	43.28751	241
-0.26398	43.287468	241
-0.263818	43.287426	242
-0.263657	43.287388	242
-0.263493	43.287338	242
-0.263333	43.287296	242
-0.263173	43.287247	242
-0.263012	43.287197	242
-0.262848	43.287151	242
-0.262685	43.287102	243
-0.262518	43.28706	243
-0.262357	43.28701	243
-0.262195	43.286964	243
-0.262032	43.28693	243
-0.261868	43.286888	243
-0.261703	43.286842	243
-0.26154	43.2868	243
-0.261378	43.286751	243
-0.261213	43.286709	243
-0.26105	43.286663	243
-0.260887	43.286613	243
-0.260725	43.286571	243
-0.260563	43.286522	244
-0.2604	43.286476	244
-0.260233	43.286427	244
-0.260065	43.286385	244
-0.2599	43.286335	244
-0.259733	43.286297	244
-0.259567	43.286255	244
-0.259402	43.286213	244
-0.259237	43.286175	244
-0.259072	43.286133	244
-0.258905	43.286091	244
-0.25874	43.286053	244
-0.258578	43.286018	244
-0.258417	43.285976	244
-0.25826	43.285938	244
-0.258108	43.285896	244
-0.25796	43.285854	244
-0.25781	43.285816	244
-0.25766	43.285774	244
-0.257513	43.285732	244
-0.257363	43.285694	244
-0.257213	43.285652	245
-0.257062	43.28561	245
-0.256908	43.285564	245
-0.256758	43.285522	245
-0.256607	43.28548	245
-0.256455	43.285442	245
-0.256302	43.285408	245
-0.25615	43.285366	245
-0.256	43.285328	245
-0.25585	43.285286	245
-0.255698	43.285236	245
-0.255548	43.285198	245
-0.255397	43.285156	245
-0.255243	43.285114	245
-0.255092	43.285076	246
-0.254937	43.285026	246
-0.254783	43.284985	246
-0.25463	43.284946	246
-0.25448	43.284904	246
-0.254335	43.284862	247
-0.254188	43.284813	247
-0.25404	43.284767	247
-0.253887	43.284725	247
-0.253732	43.284676	247
-0.253577	43.284634	247
-0.25342	43.28458	248
-0.253267	43.284531	248
-0.253112	43.284481	248
-0.252955	43.284439	248
-0.2528	43.284389	248
-0.252645	43.284351	248
-0.252492	43.284302	248
-0.252335	43.28426	248
-0.252177	43.284214	248
-0.252013	43.284172	249
-0.251852	43.284138	249
-0.251692	43.2841	249
-0.251532	43.284065	249
-0.251367	43.284023	249
-0.251205	43.283985	249
-0.251048	43.283935	249
-0.25089	43.283886	249
-0.250737	43.283836	250
-0.25058	43.283798	250
-0.250425	43.283756	250
-0.250265	43.283707	250
-0.250103	43.283657	250
-0.249945	43.283611	250
-0.249783	43.283562	250
-0.249623	43.283512	250
-0.249462	43.283463	250
-0.249297	43.283405	250
-0.24913	43.283367	250
-0.24896	43.283317	250
-0.248793	43.283276	250
-0.248628	43.283226	250
-0.248462	43.28318	250
-0.248295	43.283131	250
-0.24813	43.283081	250
-0.247965	43.283039	250
-0.247802	43.282993	250
-0.247635	43.282944	250
-0.24747	43.282894	250
-0.247305	43.282845	250
